日期,辐照度_0,风速_0,风向_0,温度_0,湿度_0,气压_0,辐照度_1,风速_1,风向_1,温度_1,湿度_1,气压_1,辐照度_2,风速_2,风向_2,温度_2,湿度_2,气压_2,辐照度_3,风速_3,风向_3,温度_3,湿度_3,气压_3,辐照度_4,风速_4,风向_4,温度_4,湿度_4,气压_4,辐照度_5,风速_5,风向_5,温度_5,湿度_5,气压_5,辐照度_6,风速_6,风向_6,温度_6,湿度_6,气压_6,辐照度_7,风速_7,风向_7,温度_7,湿度_7,气压_7,belong,电场实际太阳辐射指数
742.0,0.0,1.2,222.0,0.0,17.0,69600.0,0.0,1.0,84.0,-1.5,15.0,69500.0,35.0,1.9,102.0,-2.2,11.0,69500.0,625.0,2.9,63.0,6.6,8.0,69500.0,930.0,5.1,51.0,10.6,7.0,69200.0,586.0,4.6,39.0,11.5,7.0,68900.0,17.0,4.4,1.0,8.8,8.0,69000.0,0.0,1.9,270.0,6.0,12.0,69200.0,1,-1.0
743.0,0.0,2.1,273.0,2.6,15.0,69300.0,0.0,4.2,259.0,0.3,18.0,69200.0,36.0,6.3,262.0,-1.5,19.0,69400.0,622.0,5.8,280.0,5.4,16.0,69600.0,906.0,3.8,323.0,9.4,10.0,69300.0,486.0,2.9,356.0,10.4,8.0,69100.0,11.0,1.5,278.0,9.0,10.0,69200.0,0.0,3.6,249.0,7.0,15.0,69500.0,1,-1.0
744.0,0.0,3.5,230.0,2.6,23.0,69600.0,0.0,2.7,216.0,0.4,26.0,69500.0,43.0,2.1,242.0,-0.2,26.0,69700.0,604.0,3.4,296.0,5.9,17.0,69900.0,928.0,3.8,327.0,10.0,12.0,69700.0,594.0,3.3,346.0,11.1,11.0,69500.0,18.0,2.2,339.0,9.2,12.0,69500.0,0.0,1.6,240.0,5.7,17.0,69800.0,1,-1.0
745.0,0.0,0.8,256.0,3.8,19.0,69800.0,0.0,0.6,225.0,3.0,20.0,69800.0,41.0,5.7,264.0,0.9,21.0,70000.0,548.0,12.0,274.0,5.8,16.0,70400.0,635.0,8.7,287.0,8.9,15.0,70300.0,273.0,8.5,300.0,7.6,22.0,70300.0,9.0,8.7,234.0,4.4,38.0,70500.0,0.0,7.5,258.0,3.4,37.0,70700.0,1,-1.0
746.0,0.0,8.2,265.0,2.5,42.0,70700.0,0.0,7.2,273.0,-0.4,50.0,70700.0,46.0,5.9,253.0,-1.4,47.0,70800.0,623.0,3.9,279.0,5.0,25.0,70900.0,858.0,4.2,305.0,7.9,16.0,70700.0,496.0,2.4,322.0,8.8,12.0,70300.0,15.0,4.8,359.0,7.1,13.0,70300.0,0.0,4.5,171.0,3.7,18.0,70400.0,1,-1.0
747.0,0.0,3.0,208.0,0.2,21.0,70300.0,0.0,3.1,212.0,-1.6,23.0,70200.0,47.0,3.2,189.0,-2.6,20.0,70200.0,655.0,0.1,45.0,8.1,10.0,70200.0,962.0,1.8,41.0,11.4,6.0,69900.0,615.0,3.2,32.0,12.6,5.0,69600.0,20.0,4.1,76.0,9.7,6.0,69500.0,0.0,2.8,154.0,5.2,12.0,69600.0,1,-1.0
748.0,0.0,2.8,165.0,3.4,14.0,69300.0,0.0,3.4,182.0,2.4,13.0,69100.0,54.0,2.3,160.0,1.0,15.0,69100.0,652.0,2.2,54.0,9.1,10.0,69100.0,952.0,3.2,46.0,15.5,6.0,68800.0,605.0,3.4,64.0,17.6,6.0,68500.0,19.0,3.6,109.0,14.4,9.0,68500.0,0.0,4.2,163.0,11.2,14.0,68600.0,1,-1.0
749.0,0.0,8.0,277.0,8.7,16.0,68600.0,0.0,12.9,273.0,5.6,23.0,69000.0,54.0,11.4,269.0,3.7,24.0,69500.0,591.0,12.3,271.0,7.3,27.0,69600.0,630.0,10.8,285.0,8.9,27.0,69500.0,251.0,7.9,288.0,8.5,24.0,69400.0,7.0,9.0,296.0,7.3,24.0,69500.0,0.0,6.4,280.0,5.6,26.0,69800.0,1,-1.0
750.0,0.0,3.4,253.0,4.3,29.0,69600.0,0.0,4.9,282.0,2.9,31.0,69600.0,53.0,7.6,260.0,1.2,28.0,69900.0,619.0,7.8,275.0,6.4,20.0,70100.0,910.0,6.3,307.0,10.0,12.0,69900.0,500.0,4.0,317.0,10.9,11.0,69600.0,14.0,8.7,304.0,9.0,16.0,69800.0,0.0,9.2,256.0,4.5,33.0,70300.0,1,-1.0
751.0,0.0,10.6,262.0,2.3,32.0,70600.0,0.0,8.3,269.0,0.4,33.0,70600.0,54.0,7.3,261.0,0.0,42.0,70800.0,545.0,6.4,290.0,4.3,29.0,70800.0,652.0,4.7,290.0,7.1,21.0,70500.0,403.0,5.7,308.0,8.3,17.0,70200.0,15.0,5.2,317.0,6.2,17.0,70300.0,0.0,2.7,213.0,2.8,21.0,70500.0,1,-1.0
752.0,0.0,2.9,192.0,-0.2,22.0,70400.0,0.0,1.0,107.0,-0.9,13.0,70200.0,70.0,3.2,134.0,-1.3,10.0,70200.0,684.0,2.6,50.0,8.4,6.0,70200.0,985.0,2.9,55.0,13.4,4.0,69900.0,625.0,3.4,37.0,15.1,3.0,69600.0,21.0,3.4,73.0,11.5,5.0,69700.0,0.0,2.4,132.0,7.5,10.0,69700.0,1,-1.0
753.0,0.0,1.8,171.0,4.9,12.0,69500.0,0.0,0.5,233.0,3.2,11.0,69400.0,70.0,0.7,207.0,2.4,11.0,69500.0,675.0,2.3,10.0,11.3,6.0,69500.0,970.0,2.4,19.0,16.6,4.0,69300.0,614.0,5.8,314.0,18.9,5.0,69000.0,21.0,4.4,323.0,15.4,8.0,69100.0,0.0,1.5,212.0,11.8,11.0,69300.0,1,-1.0
754.0,0.0,3.4,263.0,8.0,14.0,69300.0,0.0,7.3,248.0,5.7,16.0,69400.0,62.0,3.8,295.0,5.6,16.0,69500.0,600.0,3.0,270.0,10.4,14.0,69700.0,931.0,2.0,336.0,14.4,12.0,69400.0,589.0,2.9,340.0,16.1,11.0,68900.0,20.0,2.2,18.0,14.4,12.0,68900.0,0.0,4.0,89.0,10.7,15.0,68900.0,1,-1.0
755.0,0.0,1.7,155.0,9.4,19.0,68800.0,0.0,9.3,286.0,7.5,24.0,69000.0,55.0,7.8,278.0,4.4,29.0,69400.0,335.0,8.9,274.0,3.8,33.0,70000.0,390.0,8.6,277.0,3.7,42.0,70000.0,280.0,7.8,270.0,4.3,34.0,70000.0,12.0,7.3,232.0,4.2,33.0,70000.0,0.0,6.6,321.0,0.7,28.0,70300.0,1,-1.0
756.0,0.0,3.8,276.0,-1.8,36.0,70300.0,0.0,4.1,262.0,-4.0,28.0,70200.0,82.0,2.5,279.0,-3.7,28.0,70300.0,693.0,4.3,308.0,1.9,21.0,70400.0,973.0,10.4,295.0,5.5,14.0,70400.0,599.0,14.7,300.0,6.2,11.0,70400.0,21.0,9.1,323.0,2.2,14.0,70700.0,0.0,5.4,259.0,-1.4,10.0,70900.0,1,-1.0
757.0,0.0,5.4,256.0,-3.5,15.0,70800.0,0.0,2.2,278.0,-5.5,18.0,70700.0,88.0,0.9,249.0,-5.2,17.0,70800.0,708.0,1.0,29.0,1.2,10.0,70800.0,1006.0,2.9,331.0,5.9,7.0,70600.0,647.0,4.3,314.0,7.4,4.0,70400.0,24.0,3.2,324.0,5.1,5.0,70400.0,0.0,1.9,212.0,0.9,7.0,70500.0,1,-1.0
758.0,0.0,1.0,180.0,-1.6,8.0,70300.0,0.0,0.9,122.0,-2.1,8.0,70200.0,83.0,0.5,112.0,-1.9,8.0,70300.0,705.0,1.7,36.0,5.4,4.0,70400.0,1001.0,2.4,341.0,9.1,5.0,70200.0,640.0,4.5,313.0,10.5,6.0,70000.0,24.0,3.6,321.0,7.9,8.0,70000.0,0.0,3.1,186.0,3.7,12.0,70100.0,1,-1.0
759.0,0.0,2.7,182.0,-0.5,12.0,69800.0,0.0,1.9,198.0,-0.9,13.0,69700.0,93.0,1.4,205.0,-1.1,12.0,69700.0,715.0,2.2,32.0,9.1,6.0,69700.0,1005.0,2.6,36.0,13.4,5.0,69400.0,640.0,2.4,12.0,15.4,5.0,69100.0,24.0,4.4,60.0,12.3,8.0,69000.0,0.0,2.2,82.0,7.6,17.0,69200.0,1,-1.0
760.0,0.0,1.5,101.0,5.6,15.0,69200.0,0.0,1.4,98.0,3.5,18.0,69100.0,92.0,1.4,266.0,4.0,14.0,69200.0,700.0,3.9,347.0,11.4,7.0,69300.0,974.0,2.3,313.0,15.2,10.0,69000.0,601.0,2.1,343.0,17.0,9.0,68700.0,22.0,3.3,346.0,15.4,12.0,68800.0,0.0,3.8,298.0,11.0,15.0,69100.0,1,-1.0
761.0,0.0,9.7,268.0,8.8,14.0,69000.0,0.0,7.9,263.0,6.2,27.0,69100.0,90.0,7.5,255.0,4.4,29.0,69400.0,681.0,6.2,286.0,9.8,21.0,69400.0,965.0,3.9,308.0,13.6,17.0,69200.0,581.0,3.4,328.0,15.2,15.0,68800.0,21.0,1.0,281.0,13.4,17.0,68800.0,0.0,0.9,198.0,10.7,28.0,68900.0,1,-1.0
762.0,0.0,1.8,133.0,7.2,30.0,68700.0,0.0,1.0,90.0,5.9,38.0,68500.0,95.0,6.7,261.0,5.1,30.0,68800.0,684.0,6.9,285.0,9.6,20.0,68900.0,899.0,4.7,298.0,13.9,17.0,68600.0,446.0,4.0,277.0,14.5,18.0,68400.0,14.0,5.1,281.0,13.5,19.0,68500.0,0.0,5.4,279.0,11.5,23.0,68800.0,1,-1.0
763.0,0.0,12.7,270.0,6.8,23.0,69200.0,0.0,9.9,270.0,3.5,27.0,69400.0,75.0,7.5,260.0,2.5,31.0,69600.0,451.0,9.2,284.0,4.9,28.0,69700.0,556.0,9.4,291.0,4.3,42.0,69700.0,272.0,8.8,287.0,3.6,46.0,69600.0,8.0,6.6,261.0,3.3,47.0,69800.0,0.0,6.3,243.0,2.4,46.0,69900.0,1,-1.0
764.0,0.0,9.2,267.0,0.7,18.0,70000.0,0.0,6.3,268.0,-1.3,29.0,70000.0,63.0,4.6,268.0,-2.6,36.0,70100.0,449.0,4.6,283.0,0.7,32.0,70100.0,694.0,4.4,302.0,4.2,24.0,69900.0,435.0,3.8,310.0,5.8,25.0,69600.0,21.0,5.4,310.0,5.2,25.0,69700.0,0.0,5.7,279.0,3.3,26.0,70000.0,1,-1.0
765.0,0.0,5.9,262.0,0.4,12.0,70000.0,0.0,7.2,264.0,-1.9,11.0,69900.0,90.0,5.3,269.0,-2.5,13.0,70100.0,626.0,5.6,291.0,2.8,8.0,70300.0,965.0,5.2,299.0,6.8,5.0,70000.0,642.0,4.7,305.0,8.1,6.0,69800.0,33.0,5.3,314.0,6.0,8.0,69800.0,0.0,2.7,250.0,2.6,17.0,70000.0,1,-1.0
766.0,0.0,1.6,218.0,-1.0,22.0,69900.0,0.0,0.7,8.0,0.0,16.0,69900.0,114.0,0.4,304.0,-0.8,16.0,70000.0,735.0,1.6,345.0,5.0,14.0,70000.0,1020.0,5.1,302.0,10.7,8.0,69800.0,658.0,5.3,302.0,12.3,4.0,69600.0,35.0,3.0,343.0,9.3,15.0,69600.0,0.0,1.1,135.0,4.7,21.0,69700.0,1,-1.0
767.0,0.0,1.7,135.0,1.7,18.0,69600.0,0.0,2.9,124.0,0.9,13.0,69400.0,118.0,1.4,124.0,1.3,13.0,69500.0,738.0,2.0,37.0,9.5,10.0,69600.0,981.0,3.7,45.0,15.1,7.0,69300.0,506.0,4.3,351.0,16.1,6.0,69100.0,20.0,6.0,295.0,13.4,11.0,69300.0,0.0,3.4,218.0,8.4,24.0,69500.0,1,-1.0
768.0,0.0,3.0,243.0,4.9,22.0,69600.0,0.0,1.7,167.0,3.4,21.0,69500.0,118.0,1.6,184.0,3.8,18.0,69700.0,737.0,3.2,81.0,13.2,11.0,69700.0,1017.0,2.9,68.0,17.5,7.0,69400.0,650.0,3.6,77.0,19.2,6.0,68900.0,38.0,5.3,90.0,16.6,8.0,68900.0,0.0,6.8,183.0,11.6,15.0,69000.0,1,-1.0
769.0,0.0,5.3,160.0,7.7,15.0,68800.0,0.0,2.4,202.0,5.8,10.0,68700.0,127.0,2.4,99.0,5.4,7.0,68800.0,752.0,1.4,60.0,12.2,5.0,68900.0,1025.0,2.0,27.0,17.7,4.0,68600.0,650.0,7.2,328.0,18.8,6.0,68300.0,55.0,9.1,318.0,13.8,14.0,68600.0,0.0,6.3,284.0,10.7,23.0,69000.0,1,-1.0
770.0,0.0,7.5,251.0,9.2,27.0,68900.0,0.0,5.9,204.0,7.6,40.0,68800.0,120.0,0.7,214.0,5.7,40.0,68800.0,720.0,1.2,20.0,10.9,26.0,68900.0,920.0,3.3,357.0,16.0,16.0,68600.0,507.0,1.8,313.0,16.5,12.0,68300.0,42.0,0.7,63.0,15.7,13.0,68400.0,0.0,5.7,188.0,11.7,25.0,68600.0,1,-1.0
771.0,0.0,2.6,129.0,6.9,18.0,68500.0,0.0,3.0,279.0,6.1,22.0,68500.0,117.0,8.0,266.0,6.0,21.0,68900.0,632.0,6.3,284.0,11.9,19.0,68900.0,800.0,3.8,293.0,14.8,15.0,68700.0,510.0,1.9,313.0,16.5,13.0,68400.0,30.0,2.7,274.0,15.4,15.0,68500.0,0.0,4.6,244.0,13.2,20.0,68700.0,1,-1.0
772.0,0.0,9.0,262.0,11.9,32.0,68700.0,0.0,2.1,211.0,8.0,35.0,68600.0,120.0,2.9,235.0,7.4,34.0,69000.0,704.0,0.9,339.0,13.0,22.0,68800.0,928.0,5.4,63.0,18.5,14.0,68400.0,507.0,5.3,74.0,20.1,11.0,68100.0,41.0,1.6,317.0,18.5,10.0,68200.0,0.0,7.9,229.0,15.8,20.0,68500.0,1,-1.0
773.0,0.0,13.7,270.0,7.2,34.0,69300.0,0.0,10.4,270.0,3.2,43.0,69500.0,120.0,6.8,262.0,2.7,42.0,69900.0,633.0,6.1,280.0,6.7,34.0,69900.0,787.0,5.6,290.0,10.7,27.0,69600.0,467.0,6.5,311.0,12.2,25.0,69400.0,41.0,6.8,290.0,10.7,25.0,69500.0,0.0,6.3,279.0,9.0,28.0,69800.0,1,-1.0
774.0,0.0,9.1,269.0,6.0,38.0,70000.0,0.0,9.1,269.0,4.3,43.0,70000.0,116.0,6.8,268.0,3.4,44.0,70200.0,627.0,8.9,285.0,8.0,30.0,70300.0,741.0,7.0,293.0,10.6,24.0,70100.0,437.0,5.9,297.0,12.1,21.0,69800.0,39.0,6.5,304.0,10.5,23.0,69900.0,0.0,5.7,287.0,8.0,25.0,70200.0,1,-1.0
775.0,0.0,7.2,274.0,5.4,30.0,70400.0,0.0,8.1,259.0,2.9,39.0,70400.0,103.0,6.5,266.0,3.1,39.0,70600.0,628.0,6.6,282.0,7.7,21.0,70600.0,851.0,5.6,313.0,11.2,17.0,70300.0,474.0,5.5,323.0,11.9,16.0,70000.0,43.0,7.5,337.0,10.5,16.0,70000.0,0.0,3.7,254.0,7.0,20.0,70200.0,1,-1.0
776.0,0.0,5.5,243.0,5.0,31.0,70100.0,0.0,7.9,264.0,2.9,34.0,70100.0,140.0,4.6,263.0,3.1,30.0,70200.0,748.0,4.3,299.0,9.2,20.0,70200.0,1017.0,7.4,291.0,12.9,12.0,70000.0,618.0,9.3,302.0,14.3,8.0,69600.0,51.0,8.6,328.0,12.0,11.0,69700.0,0.0,5.9,302.0,9.2,14.0,69900.0,1,-1.0
777.0,0.0,4.5,290.0,5.3,21.0,69800.0,0.0,7.1,274.0,3.1,25.0,69900.0,144.0,5.7,270.0,3.4,23.0,70100.0,754.0,5.7,277.0,9.3,18.0,70000.0,1018.0,5.1,315.0,12.8,12.0,69800.0,651.0,4.5,10.0,13.1,8.0,69600.0,58.0,1.4,39.0,11.7,9.0,69600.0,0.0,4.0,122.0,9.0,17.0,69700.0,1,-1.0
778.0,0.0,2.1,209.0,5.2,17.0,69800.0,0.0,3.9,94.0,3.0,20.0,69700.0,151.0,4.2,87.0,2.9,23.0,69800.0,766.0,3.8,61.0,9.9,18.0,69800.0,1030.0,3.1,343.0,14.4,10.0,69600.0,665.0,4.4,347.0,15.8,7.0,69300.0,69.0,1.5,266.0,14.0,9.0,69300.0,0.0,3.3,178.0,10.2,12.0,69500.0,1,-1.0
779.0,0.0,4.7,212.0,7.8,13.0,69400.0,0.0,2.8,312.0,7.7,13.0,69400.0,150.0,9.3,266.0,6.6,19.0,69700.0,754.0,8.3,279.0,11.9,17.0,69800.0,998.0,5.8,301.0,15.2,13.0,69500.0,593.0,5.4,312.0,16.5,12.0,69200.0,51.0,11.7,309.0,13.1,22.0,69500.0,0.0,9.3,291.0,9.6,38.0,70000.0,1,-1.0
780.0,0.0,9.6,274.0,7.3,48.0,70100.0,0.0,8.1,261.0,4.9,64.0,70100.0,82.0,7.7,253.0,4.7,54.0,70300.0,470.0,8.1,284.0,8.0,30.0,70400.0,744.0,7.6,298.0,10.2,23.0,70100.0,613.0,5.7,301.0,12.3,15.0,69700.0,69.0,4.4,324.0,10.4,14.0,69600.0,0.0,3.9,257.0,7.1,21.0,69800.0,1,-1.0
781.0,0.0,5.7,291.0,4.2,29.0,69800.0,0.0,7.6,262.0,2.9,36.0,69900.0,131.0,6.0,259.0,3.9,31.0,70100.0,636.0,3.5,290.0,8.1,20.0,70200.0,793.0,4.2,295.0,11.5,15.0,69900.0,485.0,6.1,322.0,12.5,11.0,69700.0,57.0,8.5,344.0,11.6,10.0,69700.0,0.0,4.7,209.0,8.0,13.0,70000.0,1,-1.0
782.0,0.0,2.9,250.0,4.8,22.0,70000.0,0.0,5.8,276.0,2.7,23.0,70100.0,159.0,4.4,256.0,4.1,23.0,70200.0,767.0,2.2,344.0,10.6,14.0,70200.0,1027.0,3.2,351.0,14.5,10.0,70000.0,665.0,3.8,338.0,15.7,8.0,69700.0,72.0,2.6,347.0,14.1,8.0,69700.0,0.0,3.9,97.0,10.2,12.0,69900.0,1,-1.0
783.0,0.0,0.8,180.0,6.2,19.0,69800.0,0.0,2.2,193.0,4.4,18.0,69700.0,163.0,1.4,258.0,5.9,15.0,69800.0,772.0,2.9,22.0,13.7,8.0,69900.0,1025.0,3.6,28.0,17.5,7.0,69600.0,645.0,3.4,27.0,18.4,6.0,69300.0,68.0,3.7,41.0,17.1,7.0,69300.0,0.0,4.0,74.0,12.8,10.0,69500.0,1,-1.0
784.0,0.0,3.9,159.0,8.2,14.0,69500.0,0.0,5.3,206.0,7.1,15.0,69400.0,166.0,0.9,174.0,7.3,15.0,69600.0,773.0,3.5,0.0,15.0,8.0,69700.0,988.0,3.1,349.0,18.6,8.0,69400.0,603.0,3.8,29.0,19.5,7.0,69100.0,66.0,2.1,8.0,17.8,8.0,69000.0,0.0,2.7,156.0,13.4,12.0,69000.0,1,-1.0
785.0,0.0,4.5,180.0,9.5,18.0,68900.0,0.0,6.9,188.0,8.8,20.0,68800.0,165.0,0.4,256.0,8.1,19.0,69000.0,770.0,3.5,272.0,10.9,14.0,69200.0,1013.0,4.0,310.0,16.3,10.0,68800.0,627.0,8.4,296.0,18.7,10.0,68600.0,67.0,14.6,279.0,12.6,18.0,69100.0,0.0,12.7,267.0,7.3,42.0,69600.0,1,-1.0
786.0,0.0,11.5,273.0,5.1,38.0,69700.0,0.0,11.1,272.0,4.0,35.0,69700.0,133.0,7.4,270.0,3.8,34.0,69800.0,632.0,8.2,283.0,7.8,23.0,69900.0,891.0,6.4,288.0,11.6,16.0,69600.0,570.0,5.0,299.0,13.6,11.0,69300.0,68.0,2.3,320.0,12.3,10.0,69300.0,0.0,1.8,164.0,9.3,16.0,69500.0,1,-1.0
787.0,0.0,2.9,186.0,6.0,22.0,69500.0,0.0,1.7,118.0,3.9,21.0,69300.0,149.0,0.8,113.0,5.3,20.0,69400.0,714.0,2.9,290.0,11.6,16.0,69500.0,1007.0,7.5,287.0,16.1,12.0,69300.0,645.0,6.6,303.0,17.3,7.0,69000.0,78.0,3.5,10.0,15.1,10.0,68900.0,0.0,3.8,78.0,10.8,14.0,69100.0,1,-1.0
788.0,0.0,1.6,194.0,5.8,26.0,69000.0,0.0,2.2,120.0,5.2,24.0,69000.0,168.0,3.4,93.0,6.8,24.0,69100.0,683.0,4.2,60.0,13.4,16.0,69000.0,766.0,2.6,43.0,16.4,12.0,68700.0,502.0,5.5,85.0,17.4,14.0,68500.0,64.0,7.1,84.0,15.8,16.0,68500.0,0.0,7.5,82.0,13.4,22.0,68700.0,1,-1.0
789.0,0.0,1.3,321.0,9.8,35.0,68700.0,0.0,1.2,166.0,7.0,38.0,68700.0,162.0,9.9,267.0,6.6,32.0,69100.0,643.0,15.1,277.0,8.4,33.0,69500.0,590.0,12.7,289.0,8.9,39.0,69600.0,234.0,11.6,281.0,8.3,38.0,69600.0,33.0,8.0,242.0,6.6,42.0,69700.0,0.0,6.3,223.0,5.9,36.0,69800.0,1,-1.0
790.0,0.0,4.2,242.0,2.8,44.0,69800.0,0.0,2.0,195.0,0.9,40.0,69700.0,166.0,0.9,243.0,2.5,28.0,69800.0,696.0,1.6,353.0,6.8,18.0,69800.0,780.0,2.6,339.0,10.5,11.0,69600.0,344.0,5.3,292.0,8.8,17.0,69500.0,40.0,3.5,215.0,7.1,25.0,69600.0,0.0,6.2,244.0,6.9,22.0,69800.0,1,-1.0
791.0,0.0,6.4,234.0,6.2,39.0,69800.0,0.0,7.9,265.0,4.4,37.0,69900.0,154.0,7.2,268.0,4.4,36.0,70100.0,682.0,8.4,278.0,8.7,19.0,70100.0,752.0,7.3,307.0,11.8,17.0,69900.0,381.0,6.3,312.0,11.7,19.0,69800.0,49.0,7.2,303.0,10.9,21.0,69900.0,0.0,6.9,221.0,7.8,32.0,70100.0,1,-1.0
792.0,0.0,5.8,252.0,5.8,37.0,70000.0,0.0,8.1,261.0,3.7,40.0,70100.0,178.0,5.7,270.0,4.8,34.0,70200.0,767.0,4.7,297.0,10.1,19.0,70200.0,955.0,7.2,296.0,13.4,12.0,70000.0,589.0,8.3,300.0,14.7,9.0,69800.0,81.0,7.5,321.0,12.6,11.0,69800.0,0.0,3.4,225.0,8.3,19.0,70000.0,1,-1.0
793.0,0.0,5.3,213.0,6.0,19.0,69900.0,0.0,3.8,221.0,4.0,23.0,69800.0,186.0,4.2,199.0,6.7,18.0,69900.0,788.0,1.9,351.0,14.7,10.0,69900.0,1038.0,4.1,287.0,18.6,7.0,69600.0,678.0,3.6,280.0,20.0,7.0,69400.0,90.0,3.6,208.0,18.3,12.0,69300.0,0.0,5.2,181.0,13.7,19.0,69400.0,1,-1.0
794.0,0.0,2.4,178.0,10.7,17.0,69300.0,0.0,2.1,191.0,7.9,17.0,69200.0,190.0,1.5,184.0,9.3,15.0,69300.0,796.0,2.2,30.0,17.2,10.0,69200.0,1010.0,1.4,17.0,22.8,6.0,68900.0,637.0,3.2,231.0,24.3,4.0,68700.0,88.0,7.3,212.0,21.7,9.0,68600.0,0.0,7.0,196.0,17.3,11.0,68700.0,1,-1.0
795.0,0.0,3.8,182.0,13.5,18.0,68600.0,0.0,5.2,191.0,10.5,20.0,68600.0,185.0,0.6,261.0,11.7,18.0,68700.0,777.0,2.9,352.0,18.1,12.0,68800.0,1000.0,1.7,45.0,23.2,9.0,68500.0,593.0,1.5,101.0,24.8,8.0,68200.0,71.0,2.0,180.0,23.3,9.0,68200.0,0.0,6.3,231.0,20.2,16.0,68400.0,1,-1.0
796.0,0.0,7.7,268.0,17.4,18.0,68200.0,0.0,11.4,272.0,12.8,36.0,68600.0,168.0,8.4,267.0,11.0,44.0,69000.0,577.0,6.5,281.0,13.6,37.0,69000.0,590.0,5.2,278.0,16.4,29.0,68800.0,384.0,5.7,289.0,18.4,22.0,68600.0,56.0,4.5,215.0,17.4,25.0,68600.0,0.0,4.8,249.0,15.7,26.0,68800.0,1,-1.0
797.0,0.0,5.5,263.0,13.3,36.0,69000.0,0.0,7.0,265.0,11.9,39.0,69000.0,158.0,7.2,250.0,11.7,34.0,69300.0,705.0,7.7,280.0,15.3,26.0,69400.0,934.0,6.1,307.0,18.9,18.0,69200.0,606.0,5.2,315.0,19.8,16.0,69000.0,87.0,4.4,340.0,18.2,19.0,69000.0,0.0,2.0,143.0,15.2,25.0,69200.0,1,-1.0
798.0,0.0,2.3,108.0,10.8,37.0,69100.0,0.0,3.7,146.0,8.1,41.0,69000.0,193.0,2.1,205.0,10.5,26.0,69000.0,787.0,2.6,7.0,17.3,16.0,69000.0,1010.0,3.4,47.0,22.1,10.0,68700.0,631.0,3.9,26.0,23.0,9.0,68400.0,86.0,10.0,290.0,20.9,14.0,68500.0,0.0,11.1,275.0,16.3,27.0,69000.0,1,-1.0
799.0,0.0,9.0,266.0,11.7,47.0,69200.0,0.0,7.2,272.0,9.6,54.0,69300.0,120.0,6.5,273.0,9.9,40.0,69400.0,551.0,7.9,280.0,12.3,34.0,69500.0,817.0,8.3,296.0,16.6,26.0,69200.0,523.0,7.2,293.0,18.1,22.0,69000.0,84.0,5.3,291.0,16.3,29.0,69100.0,0.0,3.0,217.0,12.9,40.0,69300.0,1,-1.0
800.0,0.0,1.3,243.0,10.4,44.0,69200.0,0.0,1.4,210.0,8.9,42.0,69100.0,172.0,1.0,143.0,10.8,40.0,69100.0,707.0,2.6,7.0,15.3,28.0,69200.0,852.0,3.3,59.0,18.9,21.0,68800.0,472.0,3.2,9.0,20.3,21.0,68600.0,65.0,3.6,316.0,18.4,26.0,68700.0,0.0,4.0,187.0,16.0,36.0,68900.0,1,-1.0
801.0,0.0,2.7,165.0,11.0,61.0,69000.0,0.0,3.6,262.0,9.9,61.0,69000.0,164.0,8.8,260.0,10.1,39.0,69300.0,687.0,7.6,272.0,13.3,30.0,69400.0,968.0,5.9,290.0,17.2,27.0,69100.0,635.0,5.5,299.0,19.0,25.0,68900.0,87.0,1.8,292.0,17.8,26.0,68900.0,0.0,2.6,344.0,16.3,31.0,69200.0,1,-1.0
802.0,0.0,12.8,274.0,12.8,36.0,69500.0,0.0,9.3,270.0,9.1,48.0,69800.0,145.0,4.4,262.0,8.5,52.0,70000.0,692.0,3.9,294.0,11.8,42.0,70100.0,950.0,6.0,301.0,16.6,32.0,69800.0,539.0,6.5,293.0,17.7,27.0,69700.0,62.0,7.4,311.0,17.0,24.0,69800.0,0.0,7.0,287.0,12.8,27.0,70300.0,1,-1.0
803.0,0.0,5.7,248.0,9.8,38.0,70300.0,0.0,2.7,285.0,7.9,43.0,70200.0,195.0,1.4,306.0,6.9,40.0,70200.0,773.0,1.7,28.0,11.7,26.0,70100.0,1001.0,3.9,55.0,16.7,18.0,69600.0,642.0,2.3,38.0,18.8,17.0,69300.0,98.0,2.9,319.0,18.2,18.0,69200.0,0.0,4.6,265.0,14.7,26.0,69500.0,1,-1.0
804.0,0.0,3.7,257.0,10.6,29.0,69500.0,0.0,2.1,298.0,9.1,31.0,69300.0,183.0,1.8,193.0,10.6,28.0,69300.0,724.0,1.5,11.0,16.0,15.0,69100.0,978.0,3.2,39.0,19.7,12.0,68800.0,662.0,2.8,8.0,21.5,11.0,68500.0,106.0,5.4,329.0,20.3,13.0,68600.0,0.0,9.3,318.0,15.9,13.0,69000.0,1,-1.0
805.0,0.0,7.4,248.0,12.9,17.0,69000.0,0.0,4.3,274.0,10.2,22.0,68900.0,140.0,3.1,243.0,11.4,20.0,68900.0,562.0,1.7,280.0,13.0,23.0,68900.0,902.0,3.9,353.0,17.4,17.0,68600.0,605.0,3.1,339.0,19.4,14.0,68400.0,92.0,6.1,322.0,18.0,14.0,68700.0,0.0,7.6,267.0,12.7,21.0,69200.0,1,-1.0
